imgid,filepath,filename,caption,sentid
120681,train2014,COCO_train2014_000000099191.jpg,A couple of birds standing in front of a door.,729800
120681,train2014,COCO_train2014_000000099191.jpg,Two birds stand beside each other outside a green door.,743495
120681,train2014,COCO_train2014_000000099191.jpg,Two birds walking around outside of a door.,743573
120681,train2014,COCO_train2014_000000099191.jpg,Two birds walking around on concrete beside some doors ,825002
120681,train2014,COCO_train2014_000000099191.jpg,A couple of birds with speckled heads standing by a door.,825712
60495,train2014,COCO_train2014_000000450110.jpg,A group of skiers stand at the bottom of a slope.,574884
60495,train2014,COCO_train2014_000000450110.jpg,A crowded ski area on top of a mountain. ,575208
60495,train2014,COCO_train2014_000000450110.jpg,a number of people riding skis on a snowy surface,576219
60495,train2014,COCO_train2014_000000450110.jpg,A GROUP OF PEOPLE IN THE SNOW SKIING IN THE SNOW,576939
60495,train2014,COCO_train2014_000000450110.jpg,a bunch of skiers are standing in the snow,578214
109347,train2014,COCO_train2014_000000447209.jpg,A sign indicates that bikers should press the button to cross the street.,111449
109347,train2014,COCO_train2014_000000447209.jpg,A street sign instructing the use of a button.,111743
109347,train2014,COCO_train2014_000000447209.jpg,A bicycle crossing button to help bicyclists cross the street.,112793
109347,train2014,COCO_train2014_000000447209.jpg,A yellow street crossing sign of a bicycle and button to press for crossing the intersection.,121637
109347,train2014,COCO_train2014_000000447209.jpg,Sign shows bicycle rider how to press a button to get the right of way. ,133031
65126,train2014,COCO_train2014_000000342709.jpg,"A small bathroom with a sink, toilet and a bathtub.",414675
65126,train2014,COCO_train2014_000000342709.jpg,"A bathroom with a bathtub, sink, toilet, a chair and some shelves and cleansers",414945
65126,train2014,COCO_train2014_000000342709.jpg,"A bathroom are with sink, chair, toilet and a bathtub.",415608
65126,train2014,COCO_train2014_000000342709.jpg,A bathroom with a bathtub that has a variety of soaps and shampoos near it. ,415926
65126,train2014,COCO_train2014_000000342709.jpg,"A large bathroom with black tile floor features white fixtures, a red locker and a brown chair. ",416538
7069,val2014,COCO_val2014_000000246077.jpg,A couple of shiney teddy bears with penises.,478996
7069,val2014,COCO_val2014_000000246077.jpg,"Shiny, stuffed bears oddly come complete with penises. ",479830
7069,val2014,COCO_val2014_000000246077.jpg,Two teddy bears of different colors sitting next to each other. ,480007
7069,val2014,COCO_val2014_000000246077.jpg,A white and red colored shiny sex toy teddy bears.,480535
7069,val2014,COCO_val2014_000000246077.jpg,Two shiny bears are sitting next to each other.,480622
43937,train2014,COCO_train2014_000000469237.jpg,The train is traveling down the railroad tracks. ,324342
43937,train2014,COCO_train2014_000000469237.jpg,A gran and yellow train is next to a passenger loading.,325992
43937,train2014,COCO_train2014_000000469237.jpg,"A blue, white and yellow train travels past a train station",328464
43937,train2014,COCO_train2014_000000469237.jpg,A train is stopped at an outdoor station.,332643
43937,train2014,COCO_train2014_000000469237.jpg,A high-speed train is stopped at an empty station.,335652
77014,train2014,COCO_train2014_000000568872.jpg,A man is listening to music while skateboarding.,349687
77014,train2014,COCO_train2014_000000568872.jpg,A man wearing earphones doing a trick on a skateboard ramp.,354916
77014,train2014,COCO_train2014_000000568872.jpg,A man riding a skateboard up the side of a ramp.,354973
77014,train2014,COCO_train2014_000000568872.jpg,A man on his skateboard doing tricks on a ramp.,356833
77014,train2014,COCO_train2014_000000568872.jpg,A man on a skateboard does a trick on a ramp.,357325
73692,train2014,COCO_train2014_000000364082.jpg,A woman walking down the street with an orange suitcase,639633
73692,train2014,COCO_train2014_000000364082.jpg,A person on a street with a suitcase.,640368
73692,train2014,COCO_train2014_000000364082.jpg,A woman is walking carrying a rolling luggage case.,643551
73692,train2014,COCO_train2014_000000364082.jpg,"A woman with orange luggage walking down the road,",644262
73692,train2014,COCO_train2014_000000364082.jpg,The woman on the sidewalk has an orange suitcase.,645696
63076,train2014,COCO_train2014_000000149188.jpg,A bathroom with a mirror above the sink.,31247
63076,train2014,COCO_train2014_000000149188.jpg,A sink and a mirror in a bathroom. ,31676
63076,train2014,COCO_train2014_000000149188.jpg,A sink with a mirror above it in a green painted room.,34337
63076,train2014,COCO_train2014_000000149188.jpg,A sink with mirror and lights are shown.,34397
63076,train2014,COCO_train2014_000000149188.jpg,A towel hanged in a restroom with green wall.,35528
112735,train2014,COCO_train2014_000000181571.jpg,Two zebras that are standing in the grass.,754083
112735,train2014,COCO_train2014_000000181571.jpg,A zebra rolling in the dirt while other zebras graze in the grass. ,758058
112735,train2014,COCO_train2014_000000181571.jpg,A large group of zebras walking in a field.,758560
112735,train2014,COCO_train2014_000000181571.jpg,a zebra laying on its back and others in the field ,762688
112735,train2014,COCO_train2014_000000181571.jpg,One zebra rolls in the dust while another walks to the right.,764404
118771,train2014,COCO_train2014_000000055206.jpg,Three people in a small fishing boat fishing.,370534
118771,train2014,COCO_train2014_000000055206.jpg,A family fishing from a boat on a lake.,371230
118771,train2014,COCO_train2014_000000055206.jpg,Two men and one woman in a boat on a placid body of water. ,371356
118771,train2014,COCO_train2014_000000055206.jpg,Three people are in a boat on a lake.,371446
118771,train2014,COCO_train2014_000000055206.jpg,A small boat with people in the water.,372754
49756,train2014,COCO_train2014_000000179618.jpg,A person using a blender on a counter next to a banana peel and a carton of milk.,283780
49756,train2014,COCO_train2014_000000179618.jpg,"A person who his holding a blender in which a smoothie has just been mixed
",284659
49756,train2014,COCO_train2014_000000179618.jpg,A man blending white liquid on top of a counter.,284803
49756,train2014,COCO_train2014_000000179618.jpg,Someone creating a banana smoothie in a blender.,286429
49756,train2014,COCO_train2014_000000179618.jpg,Hands opening a blender full of a white liquid.,287242
72469,train2014,COCO_train2014_000000541203.jpg,A fire hydrant spewing water on a city street,801281
72469,train2014,COCO_train2014_000000541203.jpg,Fire hydrant spraying water in front of a sandwich shop.,802502
72469,train2014,COCO_train2014_000000541203.jpg,A fire hydrant spouting water in front of a Wendy's.,806231
